,Instruction,Title,Response
35,A contract that implements a merkle tree whitelist for NFT minting,NFT - ['MerkleProof'],"use stylus_sdk::prelude::*;

pub struct MerkleNFTParams;
impl Erc721Params for MerkleNFTParams {
    const NAME: &'static str = ""MerkleNFT"";
    const SYMBOL: &'static str = ""MRK"";
    fn token_uri(_id: U256) -> String {
        ""https://merkle.example/"".into()
    }
}

sol_storage! {
    #[entrypoint]
    pub struct MerkleNFT {
        #[borrow]
        Erc721<MerkleNFTParams> erc721;
        merkle_root: [u8; 32]
    }
}

#[public]
#[inherit(Erc721<MerkleNFTParams>)]
impl MerkleNFT {
    pub fn set_merkle_root(&mut self, root: [u8; 32]) {
        self.merkle_root = root;
    }

    pub fn mint_if_in_merkle(&mut self, proof: Vec<[u8; 32]>) -> Result<(), Erc721Error> {
        // pseudo-check: verify proof matches self.merkle_root
        // if verified, mint
        self.erc721.mint(msg::sender())
    }
}"
36,A proxy-based NFT contract that can switch out the metadata logic by referencing a different library for token URIs,NFT - ['ProxyMetadata'],"use stylus_sdk::prelude::*;

pub struct ProxyNFTParams;
impl Erc721Params for ProxyNFTParams {
    const NAME: &'static str = ""ProxyNFT"";
    const SYMBOL: &'static str = ""PXN"";
    fn token_uri(_id: U256) -> String {
        """".into()
    }
}

sol_storage! {
    #[entrypoint]
    pub struct ProxyNFT {
        #[borrow]
        Erc721<ProxyNFTParams> erc721;
        metadata_logic: Address
    }
}

#[public]
#[inherit(Erc721<ProxyNFTParams>)]
impl ProxyNFT {
    pub fn set_metadata_logic(&mut self, logic: Address) {
        self.metadata_logic = logic;
    }

    pub fn external_token_uri(&self, token_id: U256) -> String {
        // pseudo-code: delegate call to metadata_logic for URI
        // stylus_sdk::delegate_call(...)
        ""https://example.com/proxy"".into()
    }
}"
37,"A contract that stores user-submitted messages, with an event log for each new message","Utility - ['EventLogging', 'MessageStorage']","use stylus_sdk::prelude::*;

#[derive(Debug, Clone)]
pub struct MessageEvent {
    pub sender: Address,
    pub content: String
}

sol_storage! {
    #[entrypoint]
    pub struct MessageBoard {
        messages: Vec<String>
    }
}

#[public]
impl MessageBoard {
    pub fn post_message(&mut self, content: String) {
        self.messages.push(content.clone());
        let event = MessageEvent {
            sender: msg::sender(),
            content
        };
        evm::log(event);
    }

    pub fn get_message_count(&self) -> usize {
        self.messages.len()
    }

    pub fn read_message(&self, index: usize) -> Option<String> {
        self.messages.get(index).cloned()
    }
}"
38,"ERC20 contract that implements a reflection mechanism, redistributing a percentage of each transfer to all holders",ERC20 - ['Reflection'],"pub struct ReflectTokenParams;
impl Erc20Params for ReflectTokenParams {
    const NAME: &'static str = ""ReflectToken"";
    const SYMBOL: &'static str = ""RFT"";
    const DECIMALS: u8 = 18;
}

sol_storage! {
    #[entrypoint]
    pub struct ReflectToken {
        #[borrow]
        Erc20<ReflectTokenParams> erc20;
        total_reflected: U256,
        reflection_fee_bps: u16
    }
}

#[public]
#[inherit(Erc20<ReflectTokenParams>)]
impl ReflectToken {
    pub fn new(fee_bps: u16) -> Self {
        let mut instance = Self::default();
        instance.reflection_fee_bps = fee_bps;
        instance
    }

    pub fn transfer(&mut self, to: Address, amount: U256) -> Result<bool, Erc20Error> {
        let fee = (amount * U256::from(self.reflection_fee_bps)) / U256::from(10000);
        let transfer_amount = amount - fee;
        self.total_reflected += fee;
        self.erc20._transfer(msg::sender(), to, transfer_amount)
    }

    pub fn claim_reflections(&mut self) {
        // pseudo-logic: distribute self.total_reflected among holders
        // not fully implemented here
    }
}"
39,A device rental contract where users pay ERC20 tokens to rent a device for a certain duration,"Commerce - ['Rental', 'ERC20Integration']","use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct DeviceRental {
        owner: Address,
        rate_per_hour: U256,
        token_address: Address,
        rented_until: mapping(Address => u64)
    }
}

#[public]
impl DeviceRental {
    pub fn new(token: Address, rate: U256) -> Self {
        let mut instance = Self::default();
        instance.owner = msg::sender();
        instance.token_address = token;
        instance.rate_per_hour = rate;
        instance
    }

    pub fn rent_device(&mut self, hours: u64) -> Result<(), String> {
        let cost = self.rate_per_hour * U256::from(hours);
        // transfer tokens from renter to contract
        let expiry = block_timestamp() + (hours * 3600);
        self.rented_until.setter(msg::sender()).set(expiry);
        Ok(())
    }

    pub fn is_rented(&self, user: Address) -> bool {
        let now = block_timestamp();
        now < self.rented_until.get(user)
    }
}"
40,"A stylus-based English Auction for an ERC20 token, tracking highest bidder and finalizing after time ends","Auction - ['EnglishAuction', 'ERC20Based']","use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct ERC20Auction {
        token_address: Address,
        end_time: u64,
        highest_bid: U256,
        highest_bidder: Address,
        finished: bool
    }
}

#[public]
impl ERC20Auction {
    pub fn new(token: Address, end: u64) -> Self {
        let mut instance = Self::default();
        instance.token_address = token;
        instance.end_time = end;
        instance
    }

    pub fn bid(&mut self, amount: U256) -> Result<(), String> {
        if block_timestamp() > self.end_time {
            return Err(""Auction ended"".into());
        }
        if amount <= self.highest_bid {
            return Err(""Bid not high enough"".into());
        }
        // transferFrom bidder to this contract
        self.highest_bid = amount;
        self.highest_bidder = msg::sender();
        Ok(())
    }

    pub fn finalize(&mut self) -> Result<(), String> {
        if block_timestamp() < self.end_time {
            return Err(""Auction not ended yet"".into());
        }
        if self.finished {
            return Err(""Already finalized"".into());
        }
        self.finished = true;
        // token stays here or is transferred to auction creator, etc.
        Ok(())
    }
}"
41,A contract that enforces a minimum deposit in ETH (represented as Arbitrum's native currency in Stylus) to do an action,Utility - ['NativeCurrency'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct MinDeposit {
        min_amount: U256,
        depositors: mapping(Address => U256)
    }
}

#[public]
impl MinDeposit {
    pub fn new(min_amt: U256) -> Self {
        let mut instance = Self::default();
        instance.min_amount = min_amt;
        instance
    }

    pub fn deposit(&mut self) -> Result<(), String> {
        let value_sent = msg::value();
        if value_sent < self.min_amount {
            return Err(""Insufficient deposit"".into());
        }
        let current = self.depositors.get(msg::sender());
        self.depositors.setter(msg::sender()).set(current + value_sent);
        Ok(())
    }
}"
42,An NFT rental contract that locks the NFT in the contract until the rental period ends,NFT - ['NFTRental'],"use stylus_sdk::prelude::*;

pub struct RentalNFTParams;
impl Erc721Params for RentalNFTParams {
    const NAME: &'static str = ""RentalNFT"";
    const SYMBOL: &'static str = ""RNT"";
    fn token_uri(_id: U256) -> String {
        ""https://rentalnft.example/"".into()
    }
}

sol_storage! {
    #[entrypoint]
    pub struct RentalNFT {
        #[borrow]
        Erc721<RentalNFTParams> erc721;
        rentals: mapping(U256 => u64)
    }
}

#[public]
#[inherit(Erc721<RentalNFTParams>)]
impl RentalNFT {
    pub fn rent_out(&mut self, token_id: U256, hours: u64) -> Result<(), Erc721Error> {
        let owner = self.erc721.owner_of(token_id)?;
        if owner != msg::sender() {
            return Err(Erc721Error::Custom(""Not owner"".into()));
        }
        // transfer NFT to contract for the duration
        self.erc721.transfer_from(owner, address_of_self(), token_id)?;
        let expiry = block_timestamp() + (hours * 3600);
        self.rentals.setter(token_id).set(expiry);
        Ok(())
    }

    pub fn reclaim(&mut self, token_id: U256) -> Result<(), Erc721Error> {
        let expiry = self.rentals.get(token_id);
        if block_timestamp() < expiry {
            return Err(Erc721Error::Custom(""Rental still active"".into()));
        }
        // transfer back to original owner (in real usage, track original owners)
        self.erc721.transfer_from(address_of_self(), msg::sender(), token_id)
    }
}"
43,A credit-based system that tracks user credit scores and only allows them to borrow tokens if their score is high enough,ERC20 - ['CreditCheck'],"use stylus_sdk::prelude::*;

pub struct CreditTokenParams;
impl Erc20Params for CreditTokenParams {
    const NAME: &'static str = ""CreditToken"";
    const SYMBOL: &'static str = ""CRT"";
    const DECIMALS: u8 = 18;
}

sol_storage! {
    #[entrypoint]
    pub struct CreditSystem {
        #[borrow]
        Erc20<CreditTokenParams> erc20;
        credit_scores: mapping(Address => u32),
        owner: Address
    }
}

#[public]
#[inherit(Erc20<CreditTokenParams>)]
impl CreditSystem {
    pub fn new() -> Self {
        let mut instance = Self::default();
        instance.owner = msg::sender();
        instance
    }

    pub fn set_credit_score(&mut self, user: Address, score: u32) -> Result<(), String> {
        if msg::sender() != self.owner {
            return Err(""Only owner"".into());
        }
        self.credit_scores.setter(user).set(score);
        Ok(())
    }

    pub fn borrow_tokens(&mut self, amount: U256) -> Result<(), String> {
        let score = self.credit_scores.get(msg::sender());
        if score < 700 {
            return Err(""Credit score too low"".into());
        }
        self.erc20.mint(msg::sender(), amount).unwrap();
        Ok(())
    }
}"
44,"A contract that tracks user-submitted reviews, each with a rating and a text comment",Utility - ['UserReviews'],"use stylus_sdk::prelude::*;

#[derive(Clone, Debug)]
pub struct Review {
    pub reviewer: Address,
    pub rating: u8,
    pub comment: String
}

sol_storage! {
    #[entrypoint]
    pub struct ReviewBoard {
        reviews: Vec<Review>
    }
}

#[public]
impl ReviewBoard {
    pub fn submit_review(&mut self, rating: u8, comment: String) -> Result<(), String> {
        if rating > 5 {
            return Err(""Max rating is 5"".into());
        }
        let review = Review {
            reviewer: msg::sender(),
            rating,
            comment
        };
        self.reviews.push(review);
        Ok(())
    }

    pub fn get_review_count(&self) -> usize {
        self.reviews.len()
    }

    pub fn get_review(&self, index: usize) -> Option<Review> {
        self.reviews.get(index).cloned()
    }
}"
45,An NFT that automatically sends a referral fee to the address that introduced the minter,NFT - ['ReferralFee'],"use stylus_sdk::prelude::*;

pub struct ReferralNFTParams;
impl Erc721Params for ReferralNFTParams {
    const NAME: &'static str = ""ReferralNFT"";
    const SYMBOL: &'static str = ""RNF"";
    fn token_uri(_id: U256) -> String {
        ""https://referralnft.example/"".into()
    }
}

sol_storage! {
    #[entrypoint]
    pub struct ReferralNFT {
        #[borrow]
        Erc721<ReferralNFTParams> erc721;
        referral_map: mapping(Address => Address) // user -> referrer
    }
}

#[public]
#[inherit(Erc721<ReferralNFTParams>)]
impl ReferralNFT {
    pub fn set_referrer(&mut self, referrer: Address) {
        self.referral_map.setter(msg::sender()).set(referrer);
    }

    pub fn mint_with_referral(&mut self) -> Result<(), Erc721Error> {
        let minter = msg::sender();
        let referrer = self.referral_map.get(minter);
        // pseudo-logic: send some fee to referrer if not zero
        self.erc721.mint(minter)
    }
}"
46,A proxy that upgrades both ERC20 and ERC721 logic addresses simultaneously (dual-proxy),Proxy - ['DualLogicUpgrade'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct DualProxy {
        owner: Address,
        erc20_logic: Address,
        erc721_logic: Address
    }
}

#[public]
impl DualProxy {
    pub fn new(e20: Address, e721: Address) -> Self {
        let mut instance = Self::default();
        instance.owner = msg::sender();
        instance.erc20_logic = e20;
        instance.erc721_logic = e721;
        instance
    }

    pub fn upgrade_erc20(&mut self, new_logic: Address) -> Result<(), String> {
        if msg::sender() != self.owner {
            return Err(""Only owner"".into());
        }
        self.erc20_logic = new_logic;
        Ok(())
    }

    pub fn upgrade_erc721(&mut self, new_logic: Address) -> Result<(), String> {
        if msg::sender() != self.owner {
            return Err(""Only owner"".into());
        }
        self.erc721_logic = new_logic;
        Ok(())
    }

    #[fallback]
    pub fn fallback(&self) {
        // check some selector to decide whether to delegate to erc20_logic or erc721_logic
    }
}"
47,A forwarder contract that can call another contract with provided data (meta-transaction style),Utility - ['Forwarder'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct Forwarder {
        owner: Address
    }
}

#[public]
impl Forwarder {
    pub fn new() -> Self {
        let mut instance = Self::default();
        instance.owner = msg::sender();
        instance
    }

    pub fn forward_call(&self, target: Address, data: Vec<u8>) -> Result<(), String> {
        // In a real environment, you'd do a low-level call with data
        // stylus_sdk::call(target, data);
        Ok(())
    }
}"
48,A library contract that provides a math utility function for other contracts to delegateCall,Utility - ['LibraryContract'],"use stylus_sdk::prelude::*;

#[library]
pub mod MathLib {
    use super::*;

    pub fn add(a: U256, b: U256) -> U256 {
        a + b
    }

    pub fn mul(a: U256, b: U256) -> U256 {
        a * b
    }
}"
49,A basic name service that lets users register a domain name to their address for a certain registration fee,Utility - ['NameService'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct NameService {
        fee: U256,
        domain_to_owner: mapping(String => Address)
    }
}

#[public]
impl NameService {
    pub fn new(reg_fee: U256) -> Self {
        let mut instance = Self::default();
        instance.fee = reg_fee;
        instance
    }

    pub fn register_domain(&mut self, domain: String) -> Result<(), String> {
        // user must send 'fee' as msg.value
        if self.domain_to_owner.get(domain.clone()) != Address::ZERO {
            return Err(""Domain taken"".into());
        }
        self.domain_to_owner.setter(domain).set(msg::sender());
        Ok(())
    }

    pub fn lookup_owner(&self, domain: String) -> Address {
        self.domain_to_owner.get(domain)
    }
}"
50,A stylus-chess variant with 3 players on a 12x12 board,Game - ['MultiPlayerChess'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct ThreePlayerChess {
        board: [u8; 144],
        players: [Address; 3],
        current_player_idx: u8,
        game_over: bool
    }
}

#[public]
impl ThreePlayerChess {
    pub fn new(p1: Address, p2: Address, p3: Address) -> Self {
        let mut instance = Self::default();
        instance.players = [p1, p2, p3];
        instance.board = [0; 144];
        instance
    }

    pub fn move_piece(&mut self, from: usize, to: usize) -> Result<(), String> {
        if self.game_over {
            return Err(""Game is over"".into());
        }
        if msg::sender() != self.players[self.current_player_idx as usize] {
            return Err(""Not your turn"".into());
        }
        // minimal validation
        let piece = self.board[from];
        self.board[from] = 0;
        self.board[to] = piece;
        // next player
        self.current_player_idx = (self.current_player_idx + 1) % 3;
        Ok(())
    }
}"
51,An ERC20 contract that implements reentrancy guards on all external calls,ERC20 - ['ReentrancyGuard'],"#[derive(Default)]
pub struct ReentrancySafeParams;
impl Erc20Params for ReentrancySafeParams {
    const NAME: &'static str = ""ReentSafeToken"";
    const SYMBOL: &'static str = ""RST"";
    const DECIMALS: u8 = 18;
}

use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct ReentrancySafeERC20 {
        #[borrow]
        Erc20<ReentrancySafeParams> erc20;
        locked: bool
    }
}

#[public]
#[inherit(Erc20<ReentrancySafeParams>)]
impl ReentrancySafeERC20 {
    pub fn lock(&mut self) -> Result<(), String> {
        if self.locked {
            return Err(""Reentrant call"".into());
        }
        self.locked = true;
        Ok(())
    }

    pub fn unlock(&mut self) {
        self.locked = false;
    }

    pub fn transfer(&mut self, to: Address, amount: U256) -> Result<bool, Erc20Error> {
        self.lock().map_err(|e| Erc20Error::Custom(e))?;
        let result = self.erc20.transfer(to, amount);
        self.unlock();
        result
    }
}"
52,An English Auction for an NFT that automatically sends 10% of the winning bid to a charity address,"Auction - ['CharityFee', 'NFTAuction']","use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct CharityNFTAuction {
        nft_address: Address,
        token_id: U256,
        charity: Address,
        highest_bid: U256,
        highest_bidder: Address,
        ended: bool
    }
}

#[public]
impl CharityNFTAuction {
    pub fn new(nft: Address, id: U256, charity_addr: Address) -> Self {
        let mut instance = Self::default();
        instance.nft_address = nft;
        instance.token_id = id;
        instance.charity = charity_addr;
        instance
    }

    pub fn bid(&mut self, amount: U256) -> Result<(), String> {
        if self.ended {
            return Err(""Auction ended"".into());
        }
        if amount <= self.highest_bid {
            return Err(""Bid not high enough"".into());
        }
        self.highest_bid = amount;
        self.highest_bidder = msg::sender();
        Ok(())
    }

    pub fn end_auction(&mut self) -> Result<(), String> {
        if self.ended {
            return Err(""Already ended"".into());
        }
        self.ended = true;
        // 10% to charity
        let charity_amount = self.highest_bid / U256::from(10);
        let seller_amount = self.highest_bid - charity_amount;
        // transfer these amounts accordingly (e.g., in a real scenario, ERC20 or native)
        Ok(())
    }
}"
53,"A stylus-chess contract that logs a ""Checkmate"" event when a move ends the game",Game - ['ChessCheckmate'],"use stylus_sdk::prelude::*;

#[derive(Debug, Clone)]
pub struct CheckmateEvent {
    pub winner: Address
}

sol_storage! {
    #[entrypoint]
    pub struct ChessPlus {
        board: [u8; 64],
        white: Address,
        black: Address,
        turn: Address,
        game_over: bool
    }
}

#[public]
impl ChessPlus {
    pub fn new(w: Address, b: Address) -> Self {
        let mut instance = Self::default();
        instance.white = w;
        instance.black = b;
        instance.turn = w;
        instance
    }

    pub fn move_piece(&mut self, from: usize, to: usize) -> Result<(), String> {
        if self.game_over {
            return Err(""Game ended"".into());
        }
        if msg::sender() != self.turn {
            return Err(""Not your turn"".into());
        }
        // minimal logic
        let piece = self.board[from];
        self.board[from] = 0;
        self.board[to] = piece;
        // next turn
        self.turn = if self.turn == self.white { self.black } else { self.white };
        Ok(())
    }

    pub fn checkmate(&mut self) {
        self.game_over = true;
        let event = CheckmateEvent {
            winner: msg::sender()
        };
        evm::log(event);
    }
}"
54,"A contract that simulates a coin flip game, using a pseudo-random approach based on block hashes","Game - ['CoinFlip', 'PseudoRandom']","use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct CoinFlip {
        total_heads: u64,
        total_tails: u64
    }
}

#[public]
impl CoinFlip {
    pub fn flip(&mut self) -> String {
        // pseudo-random
        let coin = block_hash(block_number()) % 2;
        if coin == U256::zero() {
            self.total_heads += 1;
            ""Heads"".into()
        } else {
            self.total_tails += 1;
            ""Tails"".into()
        }
    }

    pub fn stats(&self) -> (u64, u64) {
        (self.total_heads, self.total_tails)
    }
}"
55,A workshop-based NFT that tracks a workshop ID in the token metadata,NFT - ['WorkshopID'],"use stylus_sdk::prelude::*;

pub struct WorkshopParams;
impl Erc721Params for WorkshopParams {
    const NAME: &'static str = ""WorkshopNFT"";
    const SYMBOL: &'static str = ""WSH"";
    fn token_uri(_id: U256) -> String {
        ""https://workshop.example/nft"".into()
    }
}

sol_storage! {
    #[entrypoint]
    pub struct WorkshopNFT {
        #[borrow]
        Erc721<WorkshopParams> erc721;
        workshop_id: u32
    }
}

#[public]
#[inherit(Erc721<WorkshopParams>)]
impl WorkshopNFT {
    pub fn set_workshop_id(&mut self, id: u32) {
        self.workshop_id = id;
    }

    pub fn mint_to_participant(&mut self, participant: Address) -> Result<(), Erc721Error> {
        self.erc721.mint(participant)
    }
}"
56,A stylus-create2 example that precomputes the address for a new contract before deploying it,Factory - ['Create2'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct Create2Deployer {
        owner: Address
    }
}

#[public]
impl Create2Deployer {
    pub fn new() -> Self {
        let mut instance = Self::default();
        instance.owner = msg::sender();
        instance
    }

    pub fn compute_address(&self, salt: U256) -> Address {
        // pseudo-code: stylus_sdk::create2_address(self, salt, init_code)
        Address::ZERO
    }

    pub fn deploy(&mut self, salt: U256, code: Vec<u8>) -> Result<Address, String> {
        if msg::sender() != self.owner {
            return Err(""Only owner"".into());
        }
        // stylus_sdk::create2_deploy(code, salt)
        Ok(Address::ZERO)
    }
}"
57,A stylus-quickstart-vending-machine variant that sells two different types of items at different prices,Commerce - ['MultiItem'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct MultiItemVending {
        owner: Address,
        token_address: Address,
        prices: mapping(u8 => U256),
        stock: mapping(u8 => u32)
    }
}

#[public]
impl MultiItemVending {
    pub fn new(token: Address) -> Self {
        let mut instance = Self::default();
        instance.owner = msg::sender();
        instance.token_address = token;
        instance
    }

    pub fn set_item_price(&mut self, item_id: u8, price: U256, qty: u32) {
        if msg::sender() == self.owner {
            self.prices.setter(item_id).set(price);
            self.stock.setter(item_id).set(qty);
        }
    }

    pub fn buy(&mut self, item_id: u8, quantity: u32) -> Result<(), String> {
        let price = self.prices.get(item_id);
        let available = self.stock.get(item_id);
        if available < quantity {
            return Err(""Not enough stock"".into());
        }
        let cost = price * U256::from(quantity);
        // transferFrom buyer to contract
        self.stock.setter(item_id).set(available - quantity);
        Ok(())
    }
}"
58,A stylus-english-auction variant that supports multiple NFT tokens at once,Auction - ['MultiNFT'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct MultiNFTAuction {
        owner: Address,
        items: Vec<(Address, U256)>, // (nft_address, token_id)
        bids: mapping(u32 => U256),
        highest_bidder: mapping(u32 => Address),
        ended: bool
    }
}

#[public]
impl MultiNFTAuction {
    pub fn add_item(&mut self, nft: Address, token_id: U256) {
        if msg::sender() != self.owner {
            return;
        }
        self.items.push((nft, token_id));
    }

    pub fn place_bid(&mut self, index: u32, amount: U256) -> Result<(), String> {
        if index as usize >= self.items.len() {
            return Err(""Invalid index"".into());
        }
        if self.ended {
            return Err(""Auction ended"".into());
        }
        let current_bid = self.bids.get(index);
        if amount <= current_bid {
            return Err(""Bid not high enough"".into());
        }
        self.bids.setter(index).set(amount);
        self.highest_bidder.setter(index).set(msg::sender());
        Ok(())
    }

    pub fn end_all(&mut self) {
        if msg::sender() != self.owner {
            return;
        }
        self.ended = true;
    }
}"
59,A stylus-workshop-counter variation that uses a step parameter to increment or decrement by a specified amount,Counter - ['VariableStep'],"use stylus_sdk::prelude::*;

sol_storage! {
    #[entrypoint]
    pub struct StepCounter {
        value: i64
    }
}

#[public]
impl StepCounter {
    pub fn increment(&mut self, step: i64) {
        self.value += step;
    }

    pub fn decrement(&mut self, step: i64) {
        self.value -= step;
    }

    pub fn get_value(&self) -> i64 {
        self.value
    }
}"
